Modular Python framework, Decentralized energy systems, Multi-agent simulation, Integrated grid and market modeling,,,,,,,,,,,,,
Raspberry Pi, GPU, Video, Encoder, Monitoring, Raspberry Pi, GPU, Video, Encoder, Raspberry Pi, Monitoring, GPU, Video, Encoder, Monitoring,,
Soil texture, Data visualization, Reproducibility, Soil physical properties,,,,,,,,,,,,,
SolarQGIS, QGIS, Solar energy, Solar radiation analysis, 3D vector data, Renewable energy,,,,,,,,,,,
R package, Public health, Epidemiological surveillance, Reporting,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Landmark localization, Keypoint detection, Medical image analysis, Python, PyTorch,,,,,,,,,,,,
Maximum score estimator, Binary choice model, Tabu search, Simulated annealing, Econometrics, Regression,,,,,,,,,,,
Computing Continuum, Simulator, Framework, Software as a service,,,,,,,,,,,,,
Agroclimatology, Crop modelling, Rainfed cereal crops, Data-scarce environments, Water-balance,,,,,,,,,,,,
Genetic algorithms, Optimization, Evolutionary algorithms, Island model (parallel), Multi-objective functions, Python3,,,,,,,,,,,
Geometric reliability analysis, Pile foundation, Reliability index, Shiny,,,,,,,,,,,,,
Deep learning, Layer collapse, Depth compression, Pruning, PyTorch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Topological Data Analysis, Trajectory classification, Spatial data visualization, Urban planning,,,,,,,,,,,,,
Machine learning, Complex-valued neural network, Open-source package, Python,,,,,,,,,,,,,
Meta Online Ad Library, Ad Analysis, AI Captioning, Command-Line Interface (CLI),,,,,,,,,,,,,
Property Listing Task, Semantic fluency task, Coverage, Sample size, Parameter estimation, Cluster and shift count,,,,,,,,,,,
Mobile application, Image classification, Deep learning, Teachable machine,,,,,,,,,,,,,
MATLAB, Hierarchical clustering, Image processing, Additive manufacturing, Process selection, SolidWorks, CAD,,,,,,,,,,
R package, GIS, Deforestation, Amazon, Mapbiomas, Sustainable development goal 15,,,,,,,,,,,
Generalized Trust Region Sub-problem (GTRS), Weighted Least Squares (WLS), Unmanned Aerial Vehicle (UAV), Navigation, Indoor,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Street functions, Video analysis, Trajectory analysis, Data visualization,,,,,,,,,,,,,
3D geological modeling, Erosion, Deposition, Visualization,,,,,,,,,,,,,
Vehicle-bridge interaction, Bridge dynamics, Road, Verification, Finite element method,,,,,,,,,,,,
Ground penetrating radar, MATLAB, Data processing, Lunar radar,,,,,,,,,,,,,
Network, Centrality measures, Influential nodes, Node importance, Networkx,,,,,,,,,,,,
Tree inventory, Multiview geometry, Stereoscopic vision, Python, Open source,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Software frameworks, Design science, Object-oriented paradigm, Reactive paradigm,,,,,,,,,,,,,
Process mining, Process discovery, Hybrid intelligence, Process querying, Conformance checking, Data visualization,,,,,,,,,,,
Brain-computer interface (BCI), Motor imagery, OpenBCI, Matlab, Real-time,,,,,,,,,,,,
Abaqus output database, ParaView, Python and C plus plus converter, Visualization,,,,,,,,,,,,,
Hierarchical Data Format 5 (HDF5), Type-Length-Value (TLV), Finite Element Method (FEM), FEniCS,,,,,,,,,,,,,
MATLAB, Programming language interface,,,,,,,,,,,,,,,
Python, Coastal imaging, Photogrammetry, Argus,,,,,,,,,,,,,
Python, Education, MachineLearning, Neural Networks,,,,,,,,,,,,,
Masonry arch, Homography, Cheap and fast monitoring system, MATLAB GUI,,,,,,,,,,,,,
Multiphase, Singlephase, Relative permeability, Permeability, Lattice-Boltzmann, Porous media, Digital rock physics,,,,,,,,,,
Representation learning, Evaluation, Reproducibility, Open-source tools,,,,,,,,,,,,,
Heap, Priority queue, Data structures,,,,,,,,,,,,,,
Time series, Pattern initiation, Coordination, Leadership,,,,,,,,,,,,,
FEM visualization, post-processing, OpenSees,,,,,,,,,,,,,,
EEG, Biosignals, Signal analysis, Python,,,,,,,,,,,,,
Information theory, Mutual information, Correlation analysis, Variable selection,,,,,,,,,,,,,
Monte Carlo simulation, Hit-and-Run, Convex polytope, Uniform sampling, Linear constraints, Java,,,,,,,,,,,
MATLAB, Photogrammetry tutorial, Unmanned Aircraft Systems (UAS), Coastal Imaging Research Network,,,,,,,,,,,,,
Optical Coherence Tomography, Angiography (OCT-A), Digital image processing, Feature extraction, Blood flow information,,,,,,,,,,,,
Visual analytics, Subsurface characterization, Spatial data mining, Knowledge discovery in databases,,,,,,,,,,,,,
Thermal comfort, ASHRAE, Predicted mean vote, Adaptive comfort,,,,,,,,,,,,,
VoF, Lagrangian particle tracking, OpenFOAM, Validation,,,,,,,,,,,,,
FGM, Finite Element Analysis, Micromechanics, UMAT,,,,,,,,,,,,,
Genetic programming, Semantics, Machine learning,,,,,,,,,,,,,,
Perspective projection, Quantitative image analysis, Geo-referencing, Camera lens distortions,,,,,,,,,,,,,
Compiler optimizations, Design space exploration, Flag selection, Performance,,,,,,,,,,,,,
Medical imaging, Software, Deep learning, Algorithm development,,,,,,,,,,,,,
Common information model, CIM, Model transformation, Information modeling, Modelica, OpenIPSL, Electrical power grid, Power system modeling, Power system dynamics, Power system simulation,,,,,,,
Computation, Genetic screening, Pooled libraries,,,,,,,,,,,,,,
Matrix-free methods, Discontinuous Galerkin methods, Acoustic wave equation,,,,,,,,,,,,,,
Electroglottography, Voice analysis, Clustering, Sample entropy, Voice range profile, SuperCollider,,,,,,,,,,,
Bioinformatics, Evolution, Protists, Automation,,,,,,,,,,,,,
Full-stack web platform, Time series analysis, Machine learning, Space weather prediction,,,,,,,,,,,,,
DevOps, Human factors, Socio-technical collaboration, Cultural transformation,,,,,,,,,,,,,
Psychrometrics, Web application, Humid-air properties, HVAC education, Iterative calculator,,,,,,,,,,,,
turning, boring, surface quality, Turn plus, machining dynamics, chatter,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Fog computing, Internet of Things, Modelling, Simulation,,,,,,,,,,,,,
Decision rules, Decision trees, Machine learning, Classification problems,,,,,,,,,,,,,
Reinforcement Learning, Cybersecurity, Software-Defined Networking, Mininet, Gymnasium, DoS attack, Intrusion Detection System, Simulator,,,,,,,,,
Uncertainty quantification, Inverse modeling, Diffusion models, Conditional distribution, Deep learning, Generative AI,,,,,,,,,,,
Co-located activities, Data collector, Multimodal learning analytics, Collaboration, Framework,,,,,,,,,,,,
Plant identification, Deep learning, Mobile application, Convolutional neural networks, Chatbot, Sustainable plant management, Artificial Intelligence (AI),,,,,,,,,,
Distributed artificial intelligence, Multi-agent systems, Simulation, Real-time operation,,,,,,,,,,,,,
Explainability, Interpretability, Model-agnostic, Rule-based, Artificial intelligence, Human-centered,,,,,,,,,,,
Pystra, Reliability engineering, Python, Structural reliability, First order reliability method,,,,,,,,,,,,
Cost allocation, Energy infrastructure, Average participations method, African Power Pools,,,,,,,,,,,,,
Dataset management, Prognostics and health management, Predictive maintenance, Condition monitoring,,,,,,,,,,,,,
Underwater acoustics, Passive acoustic monitoring, Open source, Annotation platform, services used,,,,,,,,,,,,
Docker, Kubernetes, UIMA, Distributed NLP,,,,,,,,,,,,,
Multicriteria decision-making (MCDM), FAHP, FTOPSIS, Collaborative system, Fuzzy logic, Decision analysis,,,,,,,,,,,
MIMO, Trainable activation function, Wide learning, Instant training,,,,,,,,,,,,,
Medical data, Data visualization, Data analysis, ETL, Metadata, Python,,,,,,,,,,,
Cheminformatics, Mixture-based QSAR, Mixture-based QSPR, Mixture descriptor, Mixing rule, MixtureMetrics, Python package,,,,,,,,,,
Federated learning, Healthcare, Mobile devices, Monitoring, Crowdsensing,,,,,,,,,,,,
Monitoring, Positioning systems, Managing tool, DWM1001-DEV,,,,,,,,,,,,,
Chlorophyll wavelengths, Carotenoids, Reflectance indexes, Sunburn,,,,,,,,,,,,,
Engineering design, Geotechnical engineering, Shear stiffness, Neural network,,,,,,,,,,,,,
Boussinesq-type wave equations, Computational fluid dynamics, OpenFOAM, Numerical simulations,,,,,,,,,,,,,
Fraction of vegetation cover (FCOVER), Leaf area index (LAI), Plant area index (PAI), Uncertainty,,,,,,,,,,,,,
Unmanned aerial vehicles, Issue management, Safety issues, Machine learning, Empirical study,,,,,,,,,,,,
Flood extent, SAR, Thresholding, Classification, Sentinel-1,,,,,,,,,,,,
Edge, Cloud computing, Load balancing, Optimization,,,,,,,,,,,,,
Viewscape, Viewshed, R, Environmental planning, Ecosystem service research,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Image warping, Inverse problems, Image reconstruction,,,,,,,,,,,,,,
EEG, Lucid dream, Open-source, Python, Sleep, Wearable,,,,,,,,,,,
Software quality, Software metrics, Dataset construction, Git version control system,,,,,,,,,,,,,
Knowledge graphs, Evaluation, Link prediction,,,,,,,,,,,,,,
Wallpaper group, Plane symmetry groups, Decorative art, Fundamental domain, Computer graphics,,,,,,,,,,,,
Imputing missing data, Normalization, Outlier detection, Visualization, Variance analyses,,,,,,,,,,,,
Maritime cybersecurity, Digital twin, Testbed, Cyber-physical systems, Cybersecurity testing, Cybersecurity training, Cyber ranges,,,,,,,,,,
Geospatial data, Urban emergency, Smart cities, OpenStreetMap,,,,,,,,,,,,,
Electronic health records, E-healthcare, Value-based care, Machine learning, Security, Deep learning, Attackers, Interoperatability, Led connectivity, Mulesoft, API,,,,,,
Sustainable transportation, Bicycling, Travel mode shift, Transportation network analysis, Latent demand, Emissions reduction, Public health,,,,,,,,,,
simu5G, Artificial intelligence, Network simulation, Dataset,,,,,,,,,,,,,
Mobile devices Stream processing Deep, learning Dew computing Android,,,,,,,,,,,,,,,
Python, TensorFlow, Interpolation, Kriging,,,,,,,,,,,,,
Energy system planning software, Open-source, Power system optimization, GitHub,,,,,,,,,,,,,
Objective weighting methods, SMAA, Decision support systems, VIKOR, Python,,,,,,,,,,,,
Network Calculus, Min-plus algebra, Worst-case analysis,,,,,,,,,,,,,,
Automated assessment, Computer science education, Programming education, Unit testing,,,,,,,,,,,,,
Test problems, Benchmarking, Niching, Performance indicator,,,,,,,,,,,,,
Neural networks, Electroencephalography, Magnetoencephalography, Tensorflow, Machine learning,,,,,,,,,,,,
Energy system modeling, Spatial complexity, Clustering, Pre-processing,,,,,,,,,,,,,
Vine copulas, Copulas, Dependence modeling, MATLAB,,,,,,,,,,,,,
Geocoding, GIS, Historical data, Gazetteer, Web-based application,,,,,,,,,,,,
Particle Image Velocimetry, MATLAB, Fluid mechanics, Wake analysis,,,,,,,,,,,,,
Deep learning, Machine learning, Time series, autoML, Research software,,,,,,,,,,,,
System identification, Open source, Nonlinear systems, NARMAX,,,,,,,,,,,,,
Model fitting, Data analysis, Statistical inference, Python,,,,,,,,,,,,,
Optimization problems, Control-theoretical formalization, Gradient-descent-like algorithms,,,,,,,,,,,,,,
Power generation, Purchased electricity, Fuel mix, Emissions, Water usage,,,,,,,,,,,,
Bed forms, Hierarchization, Dimensionality,,,,,,,,,,,,,,
Activity space, Neighborhood, GIS, Place exposure,,,,,,,,,,,,,
Quantum computing, Quantum software,,,,,,,,,,,,,,,
Synthetic image, Image analysis, Bioinformatics,,,,,,,,,,,,,,
SAR, PolSAR, Python, NISAR, OpenSAR, Earth observation,,,,,,,,,,,
Philia 1.0, Stock-flow consistent modeling, Ecological macroeconomics, post-keynesian, economics, sustainability, integrated assessment models,,,,,,,,,,
Graph, Complex network, Parameter estimator, Model selection, Hypothesis test, Correlation, Clustering,,,,,,,,,,
Large-scale optimization, Project Portfolio Selection and Scheduling, Problem, Genetic algorithm, Gurobi,,,,,,,,,,,,
Network topologies, CAIDA, AS-level, Layer 3, IP networks, Internet Topology Data Kit,,,,,,,,,,,
Narrative extraction, Visual analytics, Sensemaking, Explainable AI,,,,,,,,,,,,,
Web scraping, Dynamic content, Web archiving, Link extraction, HTML data collection,,,,,,,,,,,,
Smart grid, Simulation, Emulation, Cybersecurity, IEC 61850,,,,,,,,,,,,
Data Management Plan, Machine-actionable, Data validation, FAIR,,,,,,,,,,,,,
3D scatterplots, Multi-dimensional, Design space, Visual cues, Depth perception,,,,,,,,,,,,
Clinical data processing, Eye-tracking, Saccadic performance,,,,,,,,,,,,,,
automatic calibration, Multiobjective optimization, VIC model, Borg algorithm,,,,,,,,,,,,,
Python, Fish growth model, Temperature-dependent growth, Ectotherms, Biological data, Atlantic cod,,,,,,,,,,,
Multimodal visualization, Image processing, Data management, 3D scanning, Photogrammetry, Medical imaging, Virtual museum, Virtual orthodontics, Forensic analysis,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Reinforcement learning, Cognitive modeling, Robotics, Python,,,,,,,,,,,,,
Hybrid, FFF, CNC, Additive, Subtractive, Milling, Python, Trimesh, Shapely,,,,,,,,
Hypergraph, MATLAB, Multidimensional scaling, Visualization,,,,,,,,,,,,,
Research data management, Metadata, JSON, JSON schema, Python,,,,,,,,,,,,
Supervised classification, Computational reproducibility, Classifier performance evaluation, Incremental learning, Performance metrics,,,,,,,,,,,,
Molecular fingerprints, Chemoinformatics, Molecular property prediction, Python, Machine learning, Scikit-learn,,,,,,,,,,,
Exploratory data analysis, Unsupervised learning, Clustering, Statistics,,,,,,,,,,,,,
R package, Optimal subset selection, Redundant information, Parallel computing,,,,,,,,,,,,,
Network topologies, Backbone networks, Global networks, Submarine cables,,,,,,,,,,,,,
Knee bone segmentation, Python, GPU, Parallel computing, 3D bone models for printing,,,,,,,,,,,,
ArcGIS Pro Python toolbox, GIS-based groundwater modeling, Nitrogen reactive transport, ArcGIS-based pre-and post-processing,,,,,,,,,,,,,
Open-source, Underground metal target detection, Inversion, Classification, Electromagnetic induction (EMI), Extensibility,,,,,,,,,,,
Transfer learning, Emotion detection, Clinical and biomedical pre-trained model, Patient feedback,,,,,,,,,,,,,
Knowledge-based system, Sustainability, Sustainable development, Fashion industry, Sustainable fashion, Fuzzy logic,,,,,,,,,,,
Remote sensing, Hyperspectral, Multispectral, Python, Spectral libraries,,,,,,,,,,,,
Extended Reality, Visual acuity, Accessibility,,,,,,,,,,,,,,
Ensemble-based data assimilation, AT-GCM, Python,,,,,,,,,,,,,,
Markov transition matrix, MODIS, Land cover, Remote sensing, R programming,,,,,,,,,,,,
Plug-in, Periodic plate, Homogenization, Finite element method,,,,,,,,,,,,,
High performance computing, Finite elements, Numerical simulations, Multiphysics problems,,,,,,,,,,,,,
Literature review, Python, Jupyter, Bibliometrics,,,,,,,,,,,,,
C#, Arduino, High-throughput screening, UV-VIS spectroscopy, Droplet microfluidics, Label-free measurements, Ocean Insight,,,,,,,,,,
Simulation environments, Interactive learning environments, Computer architectures, Pipeline computing,,,,,,,,,,,,,
Transmission Expansion Planning, Generation Expansion Planning, Stochastic optimization,,,,,,,,,,,,,,
Genetic Programming, Geometric Semantic Genetic Programming, CUDA, GPU,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Systematic literature review, Systematic mapping study, Empirical software engineering,,,,,,,,,,,,,,
Microstructure generation, Microstructure segmentation, Microstructure characterization, Microstructure meshing,,,,,,,,,,,,,
FEniCS, Fluid-structure interaction, Conjugate heat transfer, Multiphysics, Coupled problems, Finite element method, preCICE,,,,,,,,,,
Combustion experiments, Flame spread, Image analysis, Video processing,,,,,,,,,,,,,
Oversampling, Undersampling, Scala, Imbalanced classification,,,,,,,,,,,,,
Impulse response, Estimation, Regularization,,,,,,,,,,,,,,
Nonlinear partial differential equations, Lugiato-Lefever equation, Dissipative solitons, Python,,,,,,,,,,,,,
Image-based modelling, Li-ion battery, High-performance computing,,,,,,,,,,,,,,
X-ray imaging, Time resolved microscopy, Fourier filtering, Reciprocal space,,,,,,,,,,,,,
Complex systems analysis, Relevance index, Relevant sets, Information theory,,,,,,,,,,,,,
Genomic Toolkit, Proteomic Toolkit, Next-generation sequencing,,,,,,,,,,,,,,
Time geography, Moving objects, GPS,,,,,,,,,,,,,,
Digital Image Correlation, B-splines, Speckle image generation, Virtual experiments, Python,,,,,,,,,,,,
Data mining, Association rules, Transport, Road accidents, Multiple criteria analysis, Time series, Visualization,,,,,,,,,,
Building energy modeling, EnergyPlus, Weather data, Microclimate, Meteorological year,,,,,,,,,,,,
Web application, PostgreSQL, OpenLayers, Sustainable development,,,,,,,,,,,,,
Curve and surface modeling, Non-uniform rational B-splines, Object-oriented programming, Python,,,,,,,,,,,,,
DCT, Feature extraction/selection, Classification, Power line wires recognition,,,,,,,,,,,,,
Android, Mobile software, Field research, Field science,,,,,,,,,,,,,
Workflows, Workflow management, Supercomputing, Usability, Eclipse,,,,,,,,,,,,
Lying position, Body position, Automated analysis,,,,,,,,,,,,,,
Kalman-Filter, AUS, Lorenz96, SLAM,,,,,,,,,,,,,
Sonic interaction design, Sound synthesis, Procedural audio,,,,,,,,,,,,,,
Python 3, Qt, Experiment control, Automation, Measurement software, Framework, Modular,,,,,,,,,,
Feature selection, Benchmarking, Boolean lattice, Combinatorial optimization,,,,,,,,,,,,,
Human pose estimation (HPE), Touchless interaction, Dynamic gesture recognition, Multimodal interfaces,,,,,,,,,,,,,
Jupyter notebook, Earthquake, Multiparametric, Multidisciplinary, LAIC, Virtual Research Environment,,,,,,,,,,,
Synthetic data, Evaluation, Framework, Metrics,,,,,,,,,,,,,
Rerandomization, Experimental design, Randomization tests, Covariate balance, GPU acceleration,,,,,,,,,,,,
Property graphs, Data generator, Graph databases,,,,,,,,,,,,,,
Conversational assistant, Retrieval-augmented generation, Large language model, Generative artificial intelligence,,,,,,,,,,,,,
Gas dispersion simulator, Robotics, ROS,,,,,,,,,,,,,,
Dynamic S-Box, Elliptic curve cryptography (ECC), Entropy, Genetic algorithm, Internet of things (IoT), Dynamic S-Box, Elliptic curve cryptography (ECC), Entropy, Genetic algorithm, Dynamic S-Box, Internet of things (IoT), Elliptic curve cryptography (ECC), Entropy, Genetic algorithm, Internet of things (IoT),,
Instance Space Analysis, Algorithm testing, Algorithm visualisation, Optimisation, Python software,,,,,,,,,,,,
Digital Pathology, Biopsy image analysis, Deep learning, Image annotation, AI-assisted diagnosis,,,,,,,,,,,,
Data auditing, Input validation, Synthesis evaluation, Image, Time-series, Tabular,,,,,,,,,,,
TMEImmune, Tumor-microenvironment, Immune checkpoint inhibitor, Survival, Prognostic score,,,,,,,,,,,,
Tracking software, Locomotion, Automated, Behaviour, Animal models,,,,,,,,,,,,
Anomaly detection, Solar observations, GONG H-Alpha, Grid-based,,,,,,,,,,,,,
African Swine Fever, Disease transmission dynamics, Active surveillance, Simulation models, R Shiny,,,,,,,,,,,,
Plant protection, Large language model, Random forest, Process-based modeling, Integrated pest management,,,,,,,,,,,,
Usability testing tool, User interaction, Web application, Behavior abstraction,,,,,,,,,,,,,
E-commerce platform, Android application, Shortest path, Traveling salesman problem,,,,,,,,,,,,,
Network, Propagation source detection, Propagation outbreaks, Propagation reconstruction,,,,,,,,,,,,,
Heat flux, Infrared thermography, Inverse heat transfer,,,,,,,,,,,,,,
Multicollinearity, Latent variables, Variable residualization, Hyperdimensional spaces, Decorrelation,,,,,,,,,,,,
Virtual reality, VR shopping, Behaviour analysis, Human-computer interaction, Software development, Marketing,,,,,,,,,,,
Scientific workflow, Productivity, FAIR, Artificial intelligence, Tangibility,,,,,,,,,,,,
Viewer, Web technologies, Data visualization, Web programming,,,,,,,,,,,,,
Protein structure, Atom depth, Atom accessibility, Molecular biology,,,,,,,,,,,,,
Auto-tuning, Runtime, Parameter optimization, CSA, Nelder-Mead,,,,,,,,,,,,
Game-Based Assessment, Data annotation, Data labeling, Human labeling, Multimedia data,,,,,,,,,,,,
Water masses, K-means, KNN classifier, MATLAB,,,,,,,,,,,,,
Python, Metamodel, ML, Optimization, Material, Component, Surrogate model, Open-source,,,,,,,,,
MATLAB, DICOM, Ultrasound images, Rename, Process support tool,,,,,,,,,,,,
Visual question answering, Natural language processing, Machine learning, Open source, Python, Image analysis,,,,,,,,,,,
Evolutionary computation, C plus plus, Genetic programming, Artificial intelligence, Metaheuristics,,,,,,,,,,,,
Phase field method, Cohesive zone phase field method, Crack Propagation, Brittle Fracture, FEniCS,,,,,,,,,,,,
Pseudonymization, Software, Two-factor authentication, Encryption, LimeSurvey, Healthcare,,,,,,,,,,,
Unsteady anisotropic-diffusion convection reaction equation, Space-time dependent coefficients, Functionally graded materials, Compressible and incompressible flow,,,,,,,,,,,,,
River, Networks, Connectivity, Ecology, Barriers,,,,,,,,,,,,
Single -molecule imaging, Particle tracking, Super -resolution microscopy, Image analysis, Workflow, Pipeline,,,,,,,,,,,
Python, JavaScript, Cliffs, Coastline morphology indicators, Baltic Coastal Monitoring Team,,,,,,,,,,,,
Clustering, Cluster validity index, Automatic clustering,,,,,,,,,,,,,,
Vectorized isosurface mapping, Contour, Spatial analysis, Geobuf,,,,,,,,,,,,,
Solid modeling, Topological data structure, Python application, User configuration, Half-edge,,,,,,,,,,,,
Causal ML, Causal inference, Machine learning,,,,,,,,,,,,,,
Moisture sources, Precipitation, Python, FLEXPART, FLEXPART-WRF, Evaporation,,,,,,,,,,,
Large scale simulation, Forest dynamics, Forest growth modelling, Ecosystem services, Forest carbon,,,,,,,,,,,,
Competitive benchmarking, Simulation, Open-source software, Sustainable electricity, Smart markets, Trading agents,,,,,,,,,,,
Hybrid static and dynamic typing, Compiler optimizations, NET platform, Programming language, StaDyn,,,,,,,,,,,,
Non-Gaussian, Random process generator, Stochastic differential equations,,,,,,,,,,,,,,
Python, Online social networks, Information propagation, Rumor source detection,,,,,,,,,,,,,
Time series, Processing, Feature extraction, Machine learning, Python,,,,,,,,,,,,
Java, Image processing, Computer vision, Interoperability and extendability,,,,,,,,,,,,,
Microscopy image simulation, Virtual Imaging Platform, Machine learning,,,,,,,,,,,,,,
Binary partition tree, Hierarchical modeling, Image/graph processing, Quality evaluation,,,,,,,,,,,,,
DIC, Digital Image Correlation, GPU, Mechanics, CUDA, Python, Strain, Measurement,,,,,,,,,
Traction force microscopy, Cell mechanics, Image processing, Finite element method,,,,,,,,,,,,,
Energy system modelling, Smart energy systems, Energy storage, Model predictive control,,,,,,,,,,,,,
Artificial Neural Networks, Automated machine learning, NeuroEvolution,,,,,,,,,,,,,,
3D voronoi, TOUGH, Unstructured grid, Visualization, Java3D,,,,,,,,,,,,
Learning to Rank, Evaluation, Analysis,,,,,,,,,,,,,,
Optimization, Cargo stability, Physics engine, Unity,,,,,,,,,,,,,
PIV, Optical flow, Hydraulics, Fluid mechanics, Velocimetry,,,,,,,,,,,,
Social robotics, Artificial intelligence, Human-robot interaction, Creativity, Open software,,,,,,,,,,,,
Open source medical devices, Open source software, Software as medical device, e-health, Medical apps,,,,,,,,,,,,
Optimisation, Model fitting, Parametric mapping, Longitudinal relaxation time, T1, Magnetic resonance imaging,,,,,,,,,,,
Neural-network quantum states, Variational Monte Carlo, Quantum state tomography, Machine learning, Supervised learning,,,,,,,,,,,,
Lifetime spectroscopy, Positron annihilation spectroscopy, Simulation, Time resolved measurements,,,,,,,,,,,,,
Maximum entropy reconstruction, Inverse moment problem, Particle size distribution,,,,,,,,,,,,,,
Table understanding, Information extraction, Unstructured data management, Rule-based programming, Spreadsheet data, Software development,,,,,,,,,,,
Random walk, Directional tortuosity, Python, Image analysis,,,,,,,,,,,,,
Thermodynamics, Paraffin, Solid-liquid equilibria, Wax deposition,,,,,,,,,,,,,
Agent-based modeling, Policy modeling, Forest modeling, Environmental impacts, Land-use change,,,,,,,,,,,,
Compressive sensing, Time-frequency analysis, Nonstationary signals,,,,,,,,,,,,,,
Streaming datasets, Time series forecast, Fast wavelet transform, Shift variance theorem,,,,,,,,,,,,,
ARPES, Analysis, GUI, Python,,,,,,,,,,,,,
Python, MCDA, MCDM, Decision support,,,,,,,,,,,,,
Blockchain, Smart contracts, Federated learning, O-RAN,,,,,,,,,,,,,
Computational modeling, Plasticity, Transcranial electric stimulation (tES), Cortical network, Microscale model,,,,,,,,,,,,
Unmanned Systems, Unmanned Vehicles, Vehicle Design, System Engineering, Engineering Education, Web-Based Collaboration,,,,,,,,,,,
Behavioural user authentication, Evaluation toolbox, Deep learning, Python,,,,,,,,,,,,,
Machine learning, Reinforcement learning, Neuroevolution, JAX,,,,,,,,,,,,,
Association rule mining, Neurosymbolic ai, Tabular data, Interpretable machine learning,,,,,,,,,,,,,
Particle image velocimetry, Flow estimation, Convolutional neural networks, Machine learning, Reinforcement learning, Python,,,,,,,,,,,
Particle characterization, 3D analyses, Open-source software, CT,,,,,,,,,,,,,
Real-time affect monitoring, Kafka-based systems, Wearable sensors, Personalized affect classification,,,,,,,,,,,,,
NetCDF, Machine learning, Data visualization, Reading time optimization, Scientific workflow, Cyberinfrastructure,,,,,,,,,,,
Neutron diffraction, Resolution, Graphical user interface, Beamline design,,,,,,,,,,,,,
LLM, PID control, Interactive simulation, Control system design, Optimization algorithms,,,,,,,,,,,,
Degree of functional coupling (DFC), Lomb-scargle periodogram, Diurnality index (DI), Harmonic Power (HP), Rhythmicity Measure,,,,,,,,,,,,
Security, Vulnerability, Automated analysis, Satisfiability Modulo Theories (SMT), Dependency graph, Software development,,,,,,,,,,,
3D modelling, Level of detail, Virtual reality, Model classification,,,,,,,,,,,,,
Bibliometric analysis tools, Automated data integration, Metadata enrichment software, Scikit-learn, Machine learning, API-Based metadata processing,,,,,,,,,,,
Python, Time series, Data structures, Forecasting, Reconstruction, Anomaly detection,,,,,,,,,,,
enzymatic cleavage, linear copolymers, chitosan, web tool, glycoside hydrolase,,,,,,,,,,,,
Synthetic aperture radar, Range-doppler algorithm, MATLAB,,,,,,,,,,,,,,
Proton exchange membrane fuel cell (PEMFC), Modeling, Control-command, Automatic calibration,,,,,,,,,,,,,
Estimation, Maximum goodness-of-fit estimates, Minimum distance estimates, Parametric family, R package,,,,,,,,,,,,
Energy citizenship, GIS, R Shiny, Narrative visualization,,,,,,,,,,,,,
Impedance spectroscopy, EIS, Equivalent circuits, Electrochemistry,,,,,,,,,,,,,
Neural network, Deep learning, Emotion detection, Online learning,,,,,,,,,,,,,
Steganography, Digital halftoning,,,,,,,,,,,,,,,
Sparse matrix storage formats, Generic programming, Dynamic matrices, Performance portability, Productivity,,,,,,,,,,,,
Multidimensional phenomena, Composite indicators, Multicriteria methods, Child well-being,,,,,,,,,,,,,
Roster-formulation, Genetic algorithm, Fitness-function, Machine learning, Team strength,,,,,,,,,,,,
Focused crawler, Web content extractor, HTML parsing, Regular expressions,,,,,,,,,,,,,
ODE constrained optimization, Optimal control,,,,,,,,,,,,,,,
Orthodontics, Prosthetic dentistry, Jaw movement, Soft tissue cephalometry,,,,,,,,,,,,,
Aspect-Oriented Programming, Runtime adaptivity, Code specialization, Autotuning, Source-to-source compilers, Java,,,,,,,,,,,
Stereoscopic calibration, Precision measurement, Artificial intelligence, Open -source module, Python,,,,,,,,,,,,
Computational fluid dynamics, Fluid-structure interaction, Meshing tool, Boundary layers, OpenFOAM,,,,,,,,,,,,
Routable-GOOSE (R-GOOSE), Routable-SV (R-SV), IEC 61850-90-5, Publisher, Subscriber,,,,,,,,,,,,
Navier-Stokes equations, Multiphase flow, GUI, Thermocapillary flow,,,,,,,,,,,,,
Bayesian analysis, Effective sample size, Posterior distribution, R package,,,,,,,,,,,,,
DTW, Multivariate Time Series, Kernel-based similarity, Parallelization, Python,,,,,,,,,,,,
Animal manure, Manure management, Heat transfer model, Storage lagoon, Storage tank,,,,,,,,,,,,
Network polymers, Molecular simulations, Topology generation,,,,,,,,,,,,,,
Big data generation, OpenIPSL, Modelica, Power systems, Small-signal stability, Power flow,,,,,,,,,,,
Multi-objective linear programming, Uncertainty analysis, Python, ?-constraint,,,,,,,,,,,,,
Multiphysics, Object-oriented, Finite-element, Framework,,,,,,,,,,,,,
2D-DIC, Subset-based, Open-source software, Python,,,,,,,,,,,,,
Decomposition, Image, Frequency, R package,,,,,,,,,,,,,
Particle tracking, Topology-based feature vector, Augmented Lagrangian, Finite deformation,,,,,,,,,,,,,
